ID,Brand,Model,Year,Color,Mileage,Price,Condition
4628,Volvo,Generic Model 3,1993,Black,65377,55554,Used
4629,Porsche,Generic Model 1,2017,White,115068,40346,Used
4630,Toyota,Prius,2006,Silver,120908,59031,New
4631,BMW,Generic Model 1,1999,Black,20339,75854,Used
4632,Nissan,Generic Model 3,2006,Red,174100,55117,Used
4633,Volvo,Generic Model 3,2017,Green,21302,40032,Used
4634,Volkswagen,Generic Model 2,2019,Blue,59038,29950,Used
4635,Hyundai,Generic Model 2,1996,Blue,23961,47125,Used
4636,Porsche,Generic Model 3,2018,White,105151,48208,Used
4637,Subaru,Generic Model 1,2016,Black,73490,63460,New
4638,Nissan,Generic Model 3,1992,Green,172320,60649,New
4639,Porsche,Generic Model 2,2005,White,158463,24342,New
4640,Volkswagen,Generic Model 3,1999,Green,140860,55648,Used
4641,Volkswagen,Generic Model 3,1991,Black,5132,26444,New
4642,Porsche,Generic Model 3,1992,Red,130093,22262,New
4643,Volvo,Generic Model 1,2010,White,34692,43380,Used
4644,Chevrolet,Generic Model 1,1997,White,63387,56232,Used
4645,Jeep,Generic Model 3,2022,Red,6292,56720,Used
4646,Ford,Escape,2012,Green,175874,18667,Used
4647,Nissan,Generic Model 1,1990,Green,119604,13983,Used
4648,Land Rover,Generic Model 2,2005,Red,1515,78849,New
4649,Mazda,Generic Model 2,1990,Black,115554,37023,Used
4650,Subaru,Generic Model 2,2014,Black,186019,67326,New
4651,Toyota,RAV4,2021,Red,65212,49922,New
4652,Audi,Generic Model 2,2020,Silver,90136,13848,Used
4653,Mazda,Generic Model 1,2009,Black,166490,74825,New
4654,Volkswagen,Generic Model 3,2022,Red,59417,64729,New
4655,Nissan,Generic Model 2,2006,Green,39424,61095,Used
4656,Chevrolet,Generic Model 2,2010,Black,75907,50465,Used
4657,Ford,Explorer,2006,Green,144473,41480,New
4658,Volkswagen,Generic Model 3,1993,Silver,190704,31770,New
4659,Honda,Pilot,2011,Blue,73735,35585,Used
4660,Mercedes-Benz,Generic Model 2,1992,Silver,51850,71721,Used
4661,Audi,Generic Model 1,1999,Black,146907,64200,New
4662,Jeep,Generic Model 2,2018,Green,135744,11965,Used
4663,Jaguar,Generic Model 1,2018,Black,129557,61651,Used
4664,Nissan,Generic Model 2,2001,Black,84640,38304,New
4665,BMW,Generic Model 1,2018,Silver,58132,58941,Used
4666,Volkswagen,Generic Model 3,2007,Green,77181,62390,New
4667,Porsche,Generic Model 1,1990,Green,168618,26360,New
4668,Jeep,Generic Model 1,1996,Green,57861,69408,Used
4669,Toyota,Camry,2007,Red,83900,60809,New
4670,Mazda,Generic Model 2,2016,Green,147663,9488,New
4671,Audi,Generic Model 3,2007,White,191817,75072,New
4672,Mercedes-Benz,Generic Model 1,2000,Black,93908,64093,New
4673,Toyota,Prius,2013,Blue,133842,39224,New
4674,BMW,Generic Model 1,2008,Silver,125458,48645,New
4675,Lexus,Generic Model 3,1999,Black,38353,75049,New
4676,Mercedes-Benz,Generic Model 3,1993,Black,198434,9207,Used
4677,Mercedes-Benz,Generic Model 1,1999,Black,133930,17557,New
4678,Lexus,Generic Model 1,2012,Blue,50898,60765,Used
4679,Volkswagen,Generic Model 2,2017,Silver,192471,21552,Used
4680,Chevrolet,Generic Model 2,1997,Black,91531,16582,New
4681,Porsche,Generic Model 2,2022,Silver,161966,45446,New
4682,Land Rover,Generic Model 2,1993,Green,24496,17585,Used
4683,Mazda,Generic Model 3,1994,Red,5395,67020,Used
4684,Jaguar,Generic Model 1,2021,Red,162522,34269,New
4685,Ford,Edge,2012,Red,50,55685,New
4686,Nissan,Generic Model 3,2004,Black,107806,75998,New
4687,Kia,Generic Model 3,2015,Green,17616,42328,Used
4688,Audi,Generic Model 3,1997,Green,113859,19800,New
4689,Kia,Generic Model 1,2019,Black,142169,57575,New
4690,Lexus,Generic Model 1,1992,White,66420,55738,New
4691,Nissan,Generic Model 3,2001,Silver,161432,29379,Used
4692,Hyundai,Generic Model 2,2000,Blue,131640,54333,Used
4693,Ford,F-150,1995,Silver,25710,40149,Used
4694,Volkswagen,Generic Model 3,1991,White,36160,71128,Used
4695,Tesla,Generic Model 2,2001,Blue,145532,12461,New
4696,Mazda,Generic Model 3,1999,White,82387,58223,New
4697,Mazda,Generic Model 3,1995,Red,43797,34177,New
4698,Hyundai,Generic Model 1,2015,Black,145242,44979,New
4699,Volkswagen,Generic Model 1,2009,Red,19754,67498,New
4700,Ford,Edge,1994,Blue,76190,56548,Used
4701,Kia,Generic Model 1,2010,Silver,21583,68005,New
4702,Volkswagen,Generic Model 2,2020,White,55317,52814,New
4703,Tesla,Generic Model 2,1998,Black,15017,78446,New
4704,Hyundai,Generic Model 1,2004,Silver,134541,6007,New
4705,Jeep,Generic Model 1,2000,Red,114396,62243,New
4706,Honda,Odyssey,1997,Red,100494,31827,New
4707,Mercedes-Benz,Generic Model 2,2016,Blue,123649,13967,New
4708,Chevrolet,Generic Model 3,2004,Blue,164142,34027,New
4709,Honda,Civic,2021,Blue,10717,74515,Used
4710,Chevrolet,Generic Model 3,1995,White,46810,33513,Used
4711,Kia,Generic Model 2,1995,Red,153069,69024,Used
4712,BMW,Generic Model 1,2000,White,59297,9875,New
4713,Audi,Generic Model 3,2010,Blue,133394,54218,New
4714,Chevrolet,Generic Model 2,2002,Red,20856,27398,Used
4715,Volkswagen,Generic Model 1,2000,Red,116683,62929,Used
4716,Jaguar,Generic Model 2,2012,Silver,1413,13105,New
4717,Lexus,Generic Model 2,2020,Red,133111,6851,New
4718,Subaru,Generic Model 2,2021,Black,20591,79433,New
4719,BMW,Generic Model 3,2014,White,28599,14980,New
4720,Ford,Edge,2003,Black,179833,15491,Used
4721,Audi,Generic Model 3,2021,Blue,140714,74503,Used
4722,Jaguar,Generic Model 3,2013,Black,44188,54607,New
4723,Mercedes-Benz,Generic Model 3,1992,Blue,176223,24177,New
4724,Ford,F-150,1998,Green,124915,50955,New
4725,Honda,Fit,2007,Red,170075,15462,New
4726,Audi,Generic Model 3,2010,Silver,179966,68149,New
4727,Jeep,Generic Model 3,2015,Green,8788,24241,New
4728,Nissan,Generic Model 1,2006,Silver,166830,25624,Used
4729,Mazda,Generic Model 3,1998,Silver,176771,19903,Used
4730,Toyota,Highlander,1990,White,169350,60358,New
4731,Lexus,Generic Model 1,2016,Green,176469,48220,New
4732,Porsche,Generic Model 3,2005,Red,127977,43347,New
4733,BMW,Generic Model 1,2015,Black,154333,29646,Used
4734,Toyota,Camry,2017,Blue,121389,29193,Used
4735,Toyota,Prius,2003,White,61300,48273,Used
4736,Subaru,Generic Model 1,1990,Black,119706,58252,New
4737,BMW,Generic Model 1,2006,Red,122736,76948,New
4738,Jaguar,Generic Model 1,2017,Green,56208,42522,New
4739,Jaguar,Generic Model 1,2022,Green,105289,52779,Used
4740,Volvo,Generic Model 2,1994,Black,34385,74621,Used
4741,Porsche,Generic Model 1,1991,Red,170976,46323,New
4742,Nissan,Generic Model 3,2010,Black,120099,76477,New
4743,Jaguar,Generic Model 1,2000,Blue,29806,11936,Used
4744,Volkswagen,Generic Model 3,2013,Red,104178,10322,Used
4745,Audi,Generic Model 3,2009,Silver,128031,13682,Used
4746,Kia,Generic Model 3,2005,Green,198699,39164,New
4747,Chevrolet,Generic Model 2,1990,Black,50214,33029,New
4748,Tesla,Generic Model 1,2017,Blue,6090,25169,New
4749,Hyundai,Generic Model 1,2013,Green,43282,33462,Used
4750,BMW,Generic Model 3,2021,Black,163974,64577,New
4751,Toyota,Tacoma,2012,Green,180115,75886,Used
4752,Volvo,Generic Model 2,2003,Black,149183,51540,Used
4753,Mercedes-Benz,Generic Model 3,2005,Silver,190062,28062,New
4754,Tesla,Generic Model 3,2004,Green,157361,24065,New
4755,Jaguar,Generic Model 2,2011,Silver,166092,60895,Used
4756,Hyundai,Generic Model 1,2007,Black,13027,46006,Used
4757,Audi,Generic Model 2,2000,Red,107738,17578,New
4758,Mazda,Generic Model 2,1996,Silver,54102,68364,New
4759,Toyota,Tacoma,2022,Green,30158,48682,New
4760,Toyota,RAV4,2012,White,194770,72220,Used
4761,Volkswagen,Generic Model 1,2012,Blue,46711,62002,Used
4762,Jeep,Generic Model 2,2011,Silver,85965,45936,New
4763,Audi,Generic Model 3,2004,Black,127962,46678,Used
4764,Audi,Generic Model 3,1997,Green,121837,42078,Used
4765,Jeep,Generic Model 3,2013,Green,92779,66850,New
4766,Volvo,Generic Model 3,2012,Blue,124202,73367,Used
4767,Porsche,Generic Model 1,2022,Green,139897,77580,New
4768,Kia,Generic Model 3,2007,Black,165910,63772,Used
4769,Audi,Generic Model 3,2001,Black,104287,42123,New
4770,Toyota,RAV4,1992,Red,70553,77356,New
4771,Volkswagen,Generic Model 1,2021,Black,44140,29090,Used
4772,Honda,Pilot,2016,Blue,171309,78725,New
4773,Honda,CR-V,2019,Silver,143473,48150,Used
4774,Volvo,Generic Model 3,2007,Red,113014,74349,Used
4775,Subaru,Generic Model 1,2012,Black,90258,75893,Used
4776,Porsche,Generic Model 1,1995,White,53198,49822,Used
4777,Jeep,Generic Model 2,1997,Green,17232,32143,Used
4778,Subaru,Generic Model 2,2000,Green,45308,64862,Used
4779,Volvo,Generic Model 2,2012,Blue,3029,71185,New
4780,Porsche,Generic Model 2,2019,Blue,63630,30978,New
4781,Porsche,Generic Model 3,1994,Black,109046,48176,New
4782,Jaguar,Generic Model 3,2004,Black,118648,66201,New
4783,Porsche,Generic Model 1,2016,Blue,197097,34131,Used
4784,Ford,Focus,2016,Silver,94686,13951,New
4785,Mercedes-Benz,Generic Model 3,2003,Blue,51725,41282,Used
4786,Volkswagen,Generic Model 3,1999,Green,43589,76856,New
4787,Mercedes-Benz,Generic Model 1,2000,Red,33422,69240,New
4788,Ford,Explorer,2010,Black,110575,60451,New
4789,Jeep,Generic Model 2,1998,Black,125182,78917,Used
4790,Jeep,Generic Model 2,2014,Blue,190789,47053,New
4791,Lexus,Generic Model 3,2021,Green,144625,37996,New
4792,Volkswagen,Generic Model 2,2016,Silver,25862,71262,Used
4793,Tesla,Generic Model 1,1993,Blue,179802,29864,New
4794,Chevrolet,Generic Model 1,1991,Red,35173,31656,Used
4795,Tesla,Generic Model 3,2003,Blue,129776,56234,Used
4796,Subaru,Generic Model 2,2019,White,10449,76401,New
4797,Volvo,Generic Model 2,2000,White,3146,52664,Used
4798,Ford,F-150,2015,Red,52477,7622,New
4799,Mazda,Generic Model 2,1993,Red,50355,28376,New
4800,Kia,Generic Model 2,1995,White,97360,45128,New
4801,Mercedes-Benz,Generic Model 3,2021,White,88582,15901,Used
4802,Chevrolet,Generic Model 3,2017,Blue,185474,47166,New
4803,Jeep,Generic Model 1,1991,Silver,10453,33777,New
4804,Mazda,Generic Model 3,1996,Silver,195441,78367,Used
4805,Chevrolet,Generic Model 2,1990,Green,89739,27790,Used
4806,Kia,Generic Model 3,1999,Blue,149241,66637,Used
4807,Land Rover,Generic Model 2,1993,Silver,123868,68979,Used
4808,Mazda,Generic Model 1,2018,Green,180690,21808,Used
4809,Honda,Accord,1997,Silver,175037,42765,Used
4810,Lexus,Generic Model 1,1997,Black,175090,16567,New
4811,Volkswagen,Generic Model 2,1998,Black,102553,17760,Used
4812,Ford,F-150,2020,Green,44277,14613,Used
4813,Honda,CR-V,2021,Blue,72329,40068,New
4814,Honda,Odyssey,2017,Black,170934,47600,New
4815,Mazda,Generic Model 2,2010,Green,58519,16522,New
4816,Kia,Generic Model 1,1991,Green,107732,30453,Used
4817,Ford,Mustang,2004,Blue,123997,53078,New
4818,Volvo,Generic Model 3,1998,White,165635,25898,New
4819,Jeep,Generic Model 1,2007,Black,199441,69380,New
4820,Land Rover,Generic Model 3,1990,Green,117699,31352,Used
4821,Jaguar,Generic Model 3,2007,Red,110100,51039,New
4822,Lexus,Generic Model 1,2008,Red,30181,65660,New
4823,Audi,Generic Model 1,2014,White,149543,44007,Used
4824,Chevrolet,Generic Model 3,2019,Blue,18699,74352,Used
4825,Porsche,Generic Model 1,2018,Green,174487,65324,New
4826,Jaguar,Generic Model 2,1999,Black,69363,65792,New
4827,Kia,Generic Model 3,2005,Silver,198749,39184,New
4828,Jaguar,Generic Model 1,2013,White,142944,66654,Used
4829,Jaguar,Generic Model 2,2006,Blue,129195,24963,Used
4830,Volkswagen,Generic Model 1,2011,Blue,146996,40017,Used
4831,Subaru,Generic Model 1,2005,Green,49567,29770,Used
4832,Toyota,Camry,2010,Green,198522,74285,Used
4833,Volkswagen,Generic Model 2,2000,Black,146176,36733,New
4834,Kia,Generic Model 3,1997,White,40500,61503,New
4835,Porsche,Generic Model 2,2005,Red,90949,56048,New
4836,Toyota,RAV4,2020,Blue,178195,48894,Used
4837,BMW,Generic Model 1,2013,Green,166032,26149,New
4838,Kia,Generic Model 2,2018,Silver,106063,5518,Used
4839,Toyota,Corolla,1991,Black,109885,43788,Used
4840,Volvo,Generic Model 2,2007,Black,76241,49947,New
4841,Toyota,Camry,1998,Green,55591,45234,Used
4842,Volkswagen,Generic Model 3,2016,Black,195435,35218,New
4843,Volkswagen,Generic Model 1,1994,Green,114441,70325,New
4844,Mercedes-Benz,Generic Model 3,2020,Green,194857,15433,New
4845,Chevrolet,Generic Model 1,2022,Silver,10919,62474,Used
4846,Lexus,Generic Model 2,2003,Red,140270,22057,Used
4847,Nissan,Generic Model 2,2004,White,103364,68684,Used
4848,Toyota,Tacoma,1991,Black,50221,72498,Used
4849,Volvo,Generic Model 3,2001,Green,18524,78104,New
4850,Mercedes-Benz,Generic Model 1,1997,Green,104715,59531,Used
4851,Ford,F-150,2015,White,154200,35788,Used
4852,Chevrolet,Generic Model 1,1999,Green,176936,74732,New
4853,Jaguar,Generic Model 3,1991,Black,11583,37651,Used
4854,Lexus,Generic Model 3,2000,Silver,41296,37615,New
4855,Honda,Pilot,2008,White,2307,38548,New
4856,Lexus,Generic Model 1,2005,Blue,90106,33016,New
4857,Volkswagen,Generic Model 2,2015,Red,113926,57649,New
4858,Volvo,Generic Model 1,1995,Blue,6046,20160,Used
4859,Mazda,Generic Model 1,2007,Green,45972,19887,Used
4860,Lexus,Generic Model 3,2015,Blue,193224,55779,New
4861,Volvo,Generic Model 3,2011,Red,53974,24812,Used
4862,Porsche,Generic Model 3,1995,Black,74217,41498,New
4863,Lexus,Generic Model 2,1997,Green,12964,66639,New
4864,Chevrolet,Generic Model 2,2022,White,145182,28436,Used
4865,Hyundai,Generic Model 3,1999,Black,163685,5645,New
4866,BMW,Generic Model 2,2017,White,30486,69004,New
4867,Honda,Accord,2021,Black,32988,39343,Used
4868,Jeep,Generic Model 2,2017,Black,15149,60158,Used
4869,Mazda,Generic Model 3,2010,Silver,52720,36114,Used
4870,Subaru,Generic Model 1,1998,Red,68345,12408,Used
4871,Hyundai,Generic Model 3,1998,White,43767,40628,Used
4872,Volvo,Generic Model 3,2014,Red,77602,49921,New
4873,BMW,Generic Model 1,2018,Green,91977,54547,New
4874,Chevrolet,Generic Model 3,2021,Blue,174097,56062,Used
4875,Chevrolet,Generic Model 1,2019,White,130200,31478,New
4876,Jaguar,Generic Model 3,2011,Black,82767,22157,Used
4877,Land Rover,Generic Model 3,1993,Blue,11049,51495,Used
4878,Volvo,Generic Model 1,2014,Black,236,10786,Used
4879,Jaguar,Generic Model 1,1999,Black,186833,45513,New
4880,Volkswagen,Generic Model 3,2016,Red,116606,68519,Used
4881,Nissan,Generic Model 2,2010,Black,179129,67546,Used
4882,Lexus,Generic Model 1,1997,Blue,171102,79334,Used
4883,Nissan,Generic Model 2,1996,White,58684,60297,Used
4884,Porsche,Generic Model 2,1990,Blue,121126,64140,Used
4885,Tesla,Generic Model 3,2013,Silver,56724,33695,New
4886,Honda,Pilot,1992,White,116485,75537,New
4887,Tesla,Generic Model 3,2003,White,168783,45641,Used
4888,Toyota,Prius,2006,Red,107447,20601,New
4889,Toyota,Tacoma,1990,White,68433,16516,Used
4890,Land Rover,Generic Model 3,1995,Red,13343,12855,Used
4891,Lexus,Generic Model 1,2010,Red,36130,62120,Used
4892,Jaguar,Generic Model 3,1997,Green,126557,60748,Used
4893,BMW,Generic Model 2,1997,White,74701,65231,New
4894,Mazda,Generic Model 2,1994,Green,165700,52534,Used
4895,Toyota,Camry,2011,White,107867,22360,New
4896,Honda,Pilot,2004,Red,143253,75991,New
4897,Mazda,Generic Model 3,1993,Green,40925,13755,Used
4898,Volvo,Generic Model 3,1994,Blue,36711,19893,New
4899,Ford,Mustang,2002,Black,79644,5825,New
4900,Ford,Mustang,2011,Silver,67053,10534,Used
4901,Ford,F-150,2002,Blue,39376,21304,Used
4902,Land Rover,Generic Model 1,2016,Red,16737,32300,New
4903,Nissan,Generic Model 3,2012,White,170167,20927,Used
4904,BMW,Generic Model 2,2020,Red,92015,28849,New
4905,Jeep,Generic Model 3,2008,Red,179901,35544,Used
4906,Mercedes-Benz,Generic Model 3,1995,Green,107699,33492,Used
4907,Mercedes-Benz,Generic Model 2,1992,Red,168631,58610,Used
4908,Land Rover,Generic Model 2,2010,Red,81229,54112,New
4909,Jaguar,Generic Model 3,2005,White,131140,66636,New
4910,Volkswagen,Generic Model 1,2010,Blue,134793,41812,New
4911,Ford,Explorer,2018,Blue,141447,15906,Used
4912,Ford,Focus,2015,Green,127097,30175,Used
4913,Lexus,Generic Model 3,2016,Red,179076,37245,New
4914,Honda,CR-V,2014,Blue,2993,64438,New
4915,Tesla,Generic Model 2,1995,Blue,108150,15501,Used
4916,Volkswagen,Generic Model 1,2022,Blue,127775,64384,Used
4917,Audi,Generic Model 1,2018,Red,196384,36354,Used
4918,Honda,Civic,1990,Silver,120808,9057,Used
4919,BMW,Generic Model 3,1999,Red,194490,55601,New
4920,Land Rover,Generic Model 2,2021,Blue,128868,23189,Used
4921,Honda,Pilot,2022,White,87957,57274,New
4922,Jaguar,Generic Model 2,2000,White,129710,35521,Used
4923,Jeep,Generic Model 3,2003,Black,77462,43605,New
4924,Honda,Fit,1996,Blue,479,49514,New
4925,Toyota,Highlander,2021,Silver,198259,17859,New
4926,Toyota,Camry,2015,Blue,195173,72569,New
4927,Jeep,Generic Model 1,1997,Silver,6846,74672,New
4928,Tesla,Generic Model 2,1999,Silver,159612,67750,New
4929,Volkswagen,Generic Model 1,2000,Black,155478,25037,Used
4930,Mercedes-Benz,Generic Model 3,2018,Silver,170069,66862,Used
4931,Land Rover,Generic Model 2,2011,Green,70485,14147,Used
4932,Volkswagen,Generic Model 1,2005,Blue,90743,51469,New
4933,Land Rover,Generic Model 2,2013,White,21270,57409,Used
4934,Chevrolet,Generic Model 1,2008,Blue,14113,38915,Used
4935,Audi,Generic Model 1,2009,Red,87709,50793,New
4936,Toyota,Highlander,2004,Black,71868,11575,Used
4937,Chevrolet,Generic Model 1,2011,Black,182275,7255,New
4938,Audi,Generic Model 2,2011,Silver,81274,39078,New
4939,Hyundai,Generic Model 1,1996,White,143971,70961,Used
4940,Subaru,Generic Model 2,2014,Blue,45404,78080,Used
4941,Chevrolet,Generic Model 3,1995,Green,198445,77463,Used
4942,Honda,Accord,2002,Red,18159,72334,New
4943,Jeep,Generic Model 3,2017,Blue,43351,12954,Used
4944,Subaru,Generic Model 1,2021,Blue,135412,25375,New
4945,Volvo,Generic Model 1,2008,Black,32124,36076,Used
4946,Chevrolet,Generic Model 2,2011,Blue,14661,70255,New
4947,Lexus,Generic Model 2,2009,Green,103681,36529,New
4948,Subaru,Generic Model 1,2002,Green,179677,39072,Used
4949,Chevrolet,Generic Model 1,2008,Blue,180370,9071,New
4950,Audi,Generic Model 3,2018,Red,84916,50406,Used
4951,BMW,Generic Model 2,2010,Black,13734,77853,New
4952,BMW,Generic Model 2,2010,White,71025,53764,New
4953,Porsche,Generic Model 2,2009,Green,120133,71522,Used
4954,Porsche,Generic Model 1,2008,Silver,195473,57780,New
4955,Toyota,Corolla,2022,Silver,16815,20479,New
4956,Mazda,Generic Model 3,1995,Green,15563,15181,New
4957,Toyota,Camry,1994,Red,171179,60701,New
4958,Audi,Generic Model 2,2014,Blue,104807,55836,Used
4959,Land Rover,Generic Model 1,1992,Blue,20774,6785,New
4960,Tesla,Generic Model 1,2007,Black,65122,71701,Used
4961,Jaguar,Generic Model 2,1992,Green,129288,33987,Used
4962,Volkswagen,Generic Model 2,2017,Red,16788,11583,New
4963,Kia,Generic Model 1,2021,Red,160868,31096,Used
4964,Volkswagen,Generic Model 2,2012,Red,35934,76666,New
4965,Mazda,Generic Model 2,2017,Black,75292,35216,New
4966,Tesla,Generic Model 1,2018,Green,167261,32418,Used
4967,Hyundai,Generic Model 2,2008,Red,50451,19982,New
4968,Volkswagen,Generic Model 1,2014,Blue,133037,25882,Used
4969,Volvo,Generic Model 1,2012,Black,138131,39059,Used
4970,BMW,Generic Model 2,1990,Red,166389,18940,Used
4971,Porsche,Generic Model 2,1998,Green,127550,38184,New
4972,Porsche,Generic Model 2,1998,Red,71497,33592,Used
4973,Honda,Pilot,2020,Blue,403,28431,Used
4974,Hyundai,Generic Model 2,2000,Blue,31119,71155,New
4975,Honda,Fit,2013,Blue,26498,71230,New
4976,Subaru,Generic Model 3,1995,White,46556,72221,New
4977,Chevrolet,Generic Model 3,2020,Green,75118,53671,Used
4978,Subaru,Generic Model 3,2005,Black,127229,56188,Used
4979,Chevrolet,Generic Model 1,1990,Red,177370,12985,New
4980,Ford,Mustang,2004,Silver,111255,42046,Used
4981,BMW,Generic Model 1,2013,Blue,122498,7408,Used
4982,Audi,Generic Model 2,2016,Blue,109413,63891,New
4983,Nissan,Generic Model 3,2020,Silver,31863,13723,New
4984,Mercedes-Benz,Generic Model 3,1991,Red,27799,63339,New
4985,Land Rover,Generic Model 2,2003,Black,178005,23366,New
4986,Jeep,Generic Model 3,2020,Blue,107195,11616,Used
4987,Jeep,Generic Model 2,2013,Green,6509,17147,New
4988,Porsche,Generic Model 3,2010,Green,104253,63497,New
4989,Honda,Accord,1995,White,52212,66475,New
4990,Hyundai,Generic Model 2,1990,White,193524,15263,Used
4991,Land Rover,Generic Model 2,2002,Blue,184652,14256,Used
4992,Jaguar,Generic Model 1,2022,Green,80821,14150,Used
4993,Nissan,Generic Model 2,1990,Red,192284,71761,Used
4994,Ford,Escape,1998,Green,179158,68955,New
4995,Nissan,Generic Model 3,1996,Silver,116402,10110,Used
4996,Nissan,Generic Model 1,2008,Black,5437,79889,Used
4997,Mercedes-Benz,Generic Model 3,2014,Silver,121530,69433,New
4998,Land Rover,Generic Model 1,2009,Green,145449,13203,Used
4999,Porsche,Generic Model 3,1997,Silver,47000,43791,New
5000,Chevrolet,Generic Model 1,2009,Black,65046,16271,New
5001,Mercedes-Benz,Generic Model 1,2021,Green,28032,70468,New
5002,Ford,Edge,2022,Red,178621,64508,New
5003,Porsche,Generic Model 1,2020,Black,154000,32801,New
5004,BMW,Generic Model 2,2001,Silver,134780,76795,Used
5005,Land Rover,Generic Model 1,2015,Black,95198,5954,Used
5006,Mercedes-Benz,Generic Model 3,2018,Blue,175922,63354,New
5007,Ford,Mustang,2010,Blue,127644,31749,Used
5008,Hyundai,Generic Model 2,2019,Silver,5141,66736,Used
5009,Honda,Fit,2000,Silver,80126,6151,New
5010,Porsche,Generic Model 1,1992,Black,5403,22772,Used
5011,Toyota,RAV4,1997,Red,82484,22704,New
5012,Porsche,Generic Model 2,1998,Blue,149689,57705,New
5013,Jaguar,Generic Model 2,2020,Red,93200,58412,Used
5014,Mazda,Generic Model 1,2003,Black,18409,14419,New
5015,Ford,Focus,2011,Red,74244,19051,Used
5016,Porsche,Generic Model 3,2003,Silver,155906,77166,New
5017,Jeep,Generic Model 2,2017,Blue,58643,23590,Used
5018,Honda,CR-V,2014,Red,191638,39918,Used
5019,Mazda,Generic Model 1,2018,Blue,127215,43725,Used
5020,Porsche,Generic Model 2,2002,Black,191943,7227,Used
5021,Tesla,Generic Model 2,2007,White,143884,39193,Used
5022,Mazda,Generic Model 2,2011,Green,171586,74609,New
5023,Ford,Focus,2013,Green,154801,53137,Used
5024,Land Rover,Generic Model 3,1996,Black,129736,38407,New
5025,Mercedes-Benz,Generic Model 2,2009,Green,78380,68705,Used
5026,Land Rover,Generic Model 1,2021,White,157234,25412,New
5027,Lexus,Generic Model 3,1994,White,194037,78213,New
5028,Toyota,Highlander,2004,Blue,163138,66173,Used
5029,Tesla,Generic Model 3,2019,Silver,164170,24313,Used
5030,Lexus,Generic Model 3,2011,Silver,108089,72463,New
5031,Tesla,Generic Model 1,2022,Red,38322,24655,Used
5032,Chevrolet,Generic Model 2,2002,Blue,37071,53435,New
5033,Audi,Generic Model 3,2001,Red,122283,10999,New
5034,Subaru,Generic Model 1,2012,Black,153690,5868,New
5035,Jaguar,Generic Model 1,2004,Silver,110927,56430,Used
5036,Lexus,Generic Model 1,1999,Silver,73448,45336,New
5037,Ford,F-150,1993,White,82013,19243,New
5038,Porsche,Generic Model 1,2021,Red,190510,19687,New
5039,Ford,Focus,2001,Silver,153019,67681,New
5040,Hyundai,Generic Model 2,1993,Blue,168971,75991,New
5041,Lexus,Generic Model 2,2000,Silver,174349,37360,New
5042,Jaguar,Generic Model 2,2009,Green,164764,49773,Used
5043,Jeep,Generic Model 3,2004,Red,126137,50539,Used
5044,Ford,Focus,2008,Green,103556,60838,Used
5045,Ford,Escape,2005,Blue,118323,36073,Used
5046,Chevrolet,Generic Model 1,1997,White,163873,23831,New
5047,Honda,Pilot,2007,Green,121530,55261,Used
5048,Mazda,Generic Model 3,2020,Blue,180123,14876,Used
5049,Audi,Generic Model 1,1996,Silver,187869,61589,Used
5050,Volkswagen,Generic Model 2,1992,Green,97410,79049,New
5051,Volkswagen,Generic Model 2,1997,White,140259,63836,Used
5052,Kia,Generic Model 3,2022,Black,164418,34572,Used
5053,Subaru,Generic Model 3,2008,Silver,58394,78789,Used
5054,Lexus,Generic Model 3,1995,Red,3095,43928,New
5055,Jeep,Generic Model 3,2012,Blue,190805,18951,New
5056,Mercedes-Benz,Generic Model 1,2012,White,85419,71817,Used
5057,Audi,Generic Model 1,2001,White,8641,25692,New
5058,Subaru,Generic Model 3,2007,Black,126159,75991,New
5059,Subaru,Generic Model 1,2000,Black,158490,34844,Used
5060,Hyundai,Generic Model 1,2018,Silver,148489,69948,Used
5061,Toyota,Tacoma,1994,Silver,48826,60102,New
5062,Ford,Edge,2009,Blue,146486,77510,New
5063,Jeep,Generic Model 1,2009,Green,136883,69941,New
5064,Volkswagen,Generic Model 1,2021,White,39442,37925,Used
5065,Jaguar,Generic Model 1,2005,Black,157654,67969,Used
5066,Lexus,Generic Model 2,1995,Blue,49863,46776,Used
5067,Hyundai,Generic Model 3,2021,Red,15360,79180,Used
5068,Kia,Generic Model 1,2020,Silver,144139,54344,New
5069,Nissan,Generic Model 2,2012,Red,82668,29241,New
5070,Ford,Focus,2011,Blue,101834,8856,Used
5071,Hyundai,Generic Model 2,2012,White,94510,61689,New
5072,Land Rover,Generic Model 2,2019,Blue,15854,44886,New
5073,Land Rover,Generic Model 1,2013,Green,143334,75358,Used
5074,BMW,Generic Model 3,1997,Red,88168,44293,Used
5075,Subaru,Generic Model 1,2020,Silver,154080,56874,Used
5076,Jaguar,Generic Model 2,2006,Blue,112012,46232,Used
5077,Hyundai,Generic Model 3,2018,Green,6727,63190,New
5078,Nissan,Generic Model 2,2012,Red,137001,13726,New
5079,Mercedes-Benz,Generic Model 1,2009,Black,38348,55997,Used
5080,Mercedes-Benz,Generic Model 2,2010,Black,126810,39977,Used
5081,Subaru,Generic Model 3,2013,Black,120293,29983,Used
5082,Jaguar,Generic Model 1,1995,Black,62115,30596,New
5083,Toyota,Camry,1997,White,45416,35733,Used
5084,Nissan,Generic Model 1,2002,Silver,76193,60094,Used
5085,Ford,Escape,2013,White,10087,22235,New
